RetainedRef	DuplicateRef
ENST00000576422.4	ENST00000512605.4
ENST00000436574.2	ENST00000429714.2
ENST00000436574.2	ENST00000426120.2
ENST00000642323.1	ENST00000532742.5
ENST00000466439.1	ENST00000462925.1
ENST00000466439.1	ENST00000497867.1
ENST00000611538.4	ENST00000612980.4
ENST00000709149.1	ENST00000534513.1
ENST00000432674.5	ENST00000419635.5
ENST00000432674.5	ENST00000413373.5
ENST00000430926.1	ENST00000454254.1
ENST00000612310.4	ENST00000619663.1
ENST00000612310.4	ENST00000616900.1
ENST00000425260.5	ENST00000421781.5
ENST00000425260.5	ENST00000448381.5
ENST00000425260.5	ENST00000400261.5
ENST00000425260.5	ENST00000426202.5
ENST00000610515.3	ENST00000611567.3
ENST00000610515.3	ENST00000620450.2
ENST00000709661.1	ENST00000709688.1
ENST00000709661.1	ENST00000446969.1
ENST00000709661.1	ENST00000442165.1
ENST00000539862.2	ENST00000398741.5
ENST00000464195.1	ENST00000628276.1
ENST00000707213.1	ENST00000477862.1
ENST00000710061.1	ENST00000616181.5
ENST00000620624.4	ENST00000632095.1
ENST00000620624.4	ENST00000562627.5
ENST00000489289.1	ENST00000477010.1
ENST00000489289.1	ENST00000493769.1
ENST00000489289.1	ENST00000468755.1
ENST00000489289.1	ENST00000469397.1
ENST00000489289.1	ENST00000472444.1
ENST00000489289.1	ENST00000472229.1
ENST00000707787.1	ENST00000649764.2
ENST00000633600.1	ENST00000492901.1
ENST00000709802.1	ENST00000412570.5
ENST00000708745.1	ENST00000557665.5
ENST00000629376.1	ENST00000630483.1
ENST00000629376.1	ENST00000574875.1
ENST00000632129.1	ENST00000576935.5
ENST00000614299.4	ENST00000611164.4
ENST00000614299.4	ENST00000620898.4
ENST00000633642.1	ENST00000603852.5
ENST00000631697.1	ENST00000576827.5
ENST00000602818.2	ENST00000602559.5
ENST00000602818.2	ENST00000602549.1
ENST00000647502.1	ENST00000489819.5
ENST00000708070.1	ENST00000603485.1
ENST00000637230.1	ENST00000431120.1
ENST00000710191.1	ENST00000704021.1
ENST00000640941.2	ENST00000642862.2
ENST00000640941.2	ENST00000638566.2
ENST00000640941.2	ENST00000644154.2
ENST00000708011.1	ENST00000404019.2
ENST00000708340.1	ENST00000624874.1
ENST00000467671.1	ENST00000486695.1
ENST00000610518.2	ENST00000611292.2
ENST00000631243.1	ENST00000576854.1
ENST00000484755.5	ENST00000494247.5
ENST00000646132.1	ENST00000382708.7
ENST00000707572.1	ENST00000526698.1
ENST00000638327.1	ENST00000432376.5
ENST00000672325.1	ENST00000475245.1
ENST00000710072.1	ENST00000376488.8
ENST00000613281.4	ENST00000506564.5
ENST00000431101.1	ENST00000632166.1
ENST00000635417.1	ENST00000545173.6
ENST00000707281.1	ENST00000683469.1
ENST00000710159.1	ENST00000703928.1
ENST00000616057.2	ENST00000554723.5
ENST00000672456.1	ENST00000576794.5
ENST00000673229.1	ENST00000472974.5
ENST00000619078.2	ENST00000390629.3
ENST00000633042.1	ENST00000542723.1
ENST00000627939.2	ENST00000557066.5
ENST00000632124.1	ENST00000632357.1
ENST00000632124.1	ENST00000631783.1
ENST00000632124.1	ENST00000633561.1
ENST00000632124.1	ENST00000632798.1
ENST00000644190.1	ENST00000558408.1
ENST00000710056.1	ENST00000376521.6
ENST00000643282.1	ENST00000524696.1
ENST00000575951.1	ENST00000468403.1
ENST00000633824.1	ENST00000517572.1
ENST00000673570.1	ENST00000396627.7
ENST00000628637.1	ENST00000255500.2
ENST00000673753.1	ENST00000687225.1
ENST00000621211.2	ENST00000534797.5
ENST00000614524.1	ENST00000626458.1
ENST00000614524.1	ENST00000626075.1
ENST00000628744.3	ENST00000296125.9
ENST00000425145.6	ENST00000259891.11
ENST00000635483.3	ENST00000461994.2
ENST00000708726.1	ENST00000315519.3
ENST00000710152.1	ENST00000703990.1
ENST00000589718.5	ENST00000627413.2
ENST00000640204.1	ENST00000586597.1
ENST00000613933.4	ENST00000455108.5
ENST00000619125.2	ENST00000390400.2
ENST00000645587.1	ENST00000554473.5
ENST00000628264.1	ENST00000507529.1
ENST00000628555.2	ENST00000506641.5
ENST00000672664.1	ENST00000575313.1
ENST00000708103.1	ENST00000451384.6
ENST00000637907.1	ENST00000454195.1
ENST00000673541.1	ENST00000672618.1
ENST00000709503.1	ENST00000567507.1
ENST00000647040.1	ENST00000467832.2
ENST00000671838.2	ENST00000349215.8
ENST00000631602.1	ENST00000531184.5
ENST00000677604.1	ENST00000676518.1
ENST00000639749.1	ENST00000465572.6
ENST00000709203.1	ENST00000392625.7
ENST00000633936.1	ENST00000633780.1
ENST00000421357.5	ENST00000485418.5
ENST00000421357.5	ENST00000462479.1
ENST00000613265.1	ENST00000614725.1
ENST00000708852.1	ENST00000328444.6
ENST00000708547.1	ENST00000593891.1
ENST00000475756.1	ENST00000469365.1
ENST00000475756.1	ENST00000491226.1
ENST00000475756.1	ENST00000477416.1
ENST00000475756.1	ENST00000478529.1
ENST00000475756.1	ENST00000468181.1
ENST00000709575.1	ENST00000641644.1
ENST00000633597.1	ENST00000523109.1
ENST00000644476.1	ENST00000532632.1
ENST00000708480.1	ENST00000523214.5
ENST00000383436.8	ENST00000414528.6
ENST00000710669.1	ENST00000536628.3
ENST00000633938.1	ENST00000621344.4
ENST00000411711.5	ENST00000430414.5
ENST00000411711.5	ENST00000456425.5
ENST00000411711.5	ENST00000416213.5
ENST00000411711.5	ENST00000453856.5
ENST00000411711.5	ENST00000458516.5
ENST00000463368.1	ENST00000498317.1
ENST00000625267.1	ENST00000557574.1
ENST00000451625.4	ENST00000435335.4
ENST00000451625.4	ENST00000427760.4
ENST00000710212.1	ENST00000703935.1
ENST00000672694.1	ENST00000455147.6
ENST00000637294.4	ENST00000323770.8
ENST00000632277.1	ENST00000561237.1
ENST00000399599.7	ENST00000611166.2
ENST00000633108.1	ENST00000468332.6
ENST00000707890.1	ENST00000481059.5
ENST00000469199.1	ENST00000476447.1
ENST00000469199.1	ENST00000467682.1
ENST00000469199.1	ENST00000473568.1
ENST00000469199.1	ENST00000461643.1
ENST00000625846.2	ENST00000625714.2
ENST00000625846.2	ENST00000625428.2
ENST00000625846.2	ENST00000629394.1
ENST00000442063.2	ENST00000441449.6
ENST00000644066.1	ENST00000355299.8
ENST00000709295.1	ENST00000567649.1
ENST00000417656.6	ENST00000633940.1
ENST00000634960.2	ENST00000252699.7
ENST00000709892.1	ENST00000504587.1
ENST00000634303.1	ENST00000424872.2
ENST00000708251.1	ENST00000559812.1
ENST00000497916.1	ENST00000498464.5
ENST00000635053.1	ENST00000595567.1
ENST00000617012.4	ENST00000619855.4
ENST00000673252.1	ENST00000573059.5
ENST00000672214.1	ENST00000278317.11
ENST00000482391.5	ENST00000472979.5
ENST00000482391.5	ENST00000464447.5
ENST00000482391.5	ENST00000477787.5
ENST00000482391.5	ENST00000496813.5
ENST00000645794.2	ENST00000373842.9
ENST00000627893.1	ENST00000628526.1
ENST00000627893.1	ENST00000626403.1
ENST00000627893.1	ENST00000630118.1
ENST00000627893.1	ENST00000630880.1
ENST00000627893.1	ENST00000469992.1
ENST00000673505.1	ENST00000473100.1
ENST00000708047.1	ENST00000474849.1
ENST00000622096.4	ENST00000291892.10
ENST00000708820.1	ENST00000553602.1
ENST00000471879.1	ENST00000480541.1
ENST00000471879.1	ENST00000481993.1
ENST00000471879.1	ENST00000464079.1
ENST00000709617.1	ENST00000391417.6
ENST00000611120.1	ENST00000621993.4
ENST00000611120.1	ENST00000614704.4
ENST00000611120.1	ENST00000618725.4
ENST00000611120.1	ENST00000612194.4
ENST00000640113.1	ENST00000522180.5
ENST00000420930.2	ENST00000436403.6
ENST00000420930.2	ENST00000395728.7
ENST00000462946.5	ENST00000469542.5
ENST00000462946.5	ENST00000487524.5
ENST00000462946.5	ENST00000491232.5
ENST00000462946.5	ENST00000474299.5
ENST00000462946.5	ENST00000482996.5
ENST00000707221.1	ENST00000411621.6
ENST00000464353.1	ENST00000488204.1
ENST00000464353.1	ENST00000464945.1
ENST00000464353.1	ENST00000496147.1
ENST00000464353.1	ENST00000485235.1
ENST00000464353.1	ENST00000472060.1
ENST00000464353.1	ENST00000487940.1
ENST00000673150.1	ENST00000543932.5
ENST00000709853.1	ENST00000436601.1
ENST00000617111.2	ENST00000613539.1
ENST00000601924.5	ENST00000625004.3
ENST00000707997.1	ENST00000392470.6
ENST00000708828.1	ENST00000527384.1
ENST00000627877.2	ENST00000457737.5
ENST00000707423.1	ENST00000335496.5
ENST00000708724.1	ENST00000557042.1
ENST00000626455.1	ENST00000494376.1
ENST00000707229.1	ENST00000538215.5
ENST00000640122.2	ENST00000323019.9
ENST00000709131.1	ENST00000484402.6
ENST00000628402.1	ENST00000472081.1
ENST00000632464.1	ENST00000465166.1
ENST00000432271.6	ENST00000383630.7
ENST00000711226.1	ENST00000381500.6
ENST00000631849.1	ENST00000466198.2
ENST00000642495.1	ENST00000526524.5
ENST00000672463.1	ENST00000591802.1
ENST00000634821.1	ENST00000597089.5
ENST00000487665.5	ENST00000463942.5
ENST00000487665.5	ENST00000490040.5
ENST00000487665.5	ENST00000496304.5
ENST00000487665.5	ENST00000498577.5
ENST00000487665.5	ENST00000474638.5
ENST00000628115.2	ENST00000626578.2
ENST00000708729.1	ENST00000554992.1
ENST00000441826.1	ENST00000414327.1
ENST00000441826.1	ENST00000428639.1
ENST00000638765.1	ENST00000573213.1
ENST00000624616.1	ENST00000494388.1
ENST00000646863.1	ENST00000557362.1
ENST00000709980.1	ENST00000447530.5
ENST00000708043.1	ENST00000445404.1
ENST00000709005.1	ENST00000526140.1
ENST00000628197.1	ENST00000542651.2
ENST00000485674.1	ENST00000464602.1
ENST00000485674.1	ENST00000489474.1
ENST00000485674.1	ENST00000482698.1
ENST00000485674.1	ENST00000472218.1
ENST00000588451.1	ENST00000630950.1
ENST00000442806.6	ENST00000435145.6
ENST00000707372.1	ENST00000337132.10
ENST00000626155.1	ENST00000556727.1
ENST00000709745.1	ENST00000412370.5
ENST00000469696.5	ENST00000494965.5
ENST00000469696.5	ENST00000462325.5
ENST00000469696.5	ENST00000495226.5
ENST00000469696.5	ENST00000479385.5
ENST00000469696.5	ENST00000497736.5
ENST00000469696.5	ENST00000484636.1
ENST00000709271.1	ENST00000356120.9
ENST00000632378.1	ENST00000491904.5
ENST00000632509.1	ENST00000619335.4
ENST00000643172.2	ENST00000467397.2
ENST00000643756.1	ENST00000470691.2
ENST00000708318.1	ENST00000398640.7
ENST00000639988.1	ENST00000419842.1
ENST00000480742.5	ENST00000489795.5
ENST00000480742.5	ENST00000483860.5
ENST00000673209.1	ENST00000541850.1
ENST00000707570.1	ENST00000329957.7
ENST00000592994.3	ENST00000457191.1
ENST00000709850.1	ENST00000416089.1
ENST00000634160.1	ENST00000524780.5
ENST00000673050.1	ENST00000540493.1
ENST00000610716.4	ENST00000620926.4
ENST00000599541.3	ENST00000600996.1
ENST00000470382.1	ENST00000470522.1
ENST00000470382.1	ENST00000479581.5
ENST00000707472.1	ENST00000615544.5
ENST00000632962.1	ENST00000445958.1
ENST00000476017.5	ENST00000462413.5
ENST00000476017.5	ENST00000470805.5
ENST00000476017.5	ENST00000494657.5
ENST00000476017.5	ENST00000484947.5
ENST00000476017.5	ENST00000467717.5
ENST00000645352.1	ENST00000528788.1
ENST00000367381.2	ENST00000281087.6
ENST00000631732.1	ENST00000529833.5
ENST00000707284.1	ENST00000375627.1
ENST00000634214.1	ENST00000524464.5
ENST00000643786.1	ENST00000401900.1
ENST00000711124.1	ENST00000475859.6
ENST00000711124.1	ENST00000628877.1
ENST00000494416.1	ENST00000492290.1
ENST00000494416.1	ENST00000476793.1
ENST00000494416.1	ENST00000482606.1
ENST00000417590.1	ENST00000450413.1
ENST00000417590.1	ENST00000451666.1
ENST00000417590.1	ENST00000445480.1
ENST00000417590.1	ENST00000416625.1
ENST00000416552.5	ENST00000452419.1
ENST00000635701.1	ENST00000495553.1
ENST00000613198.2	ENST00000616269.1
ENST00000466837.1	ENST00000466721.1
ENST00000466837.1	ENST00000491745.1
ENST00000466837.1	ENST00000482300.1
ENST00000466837.1	ENST00000459794.1
ENST00000466837.1	ENST00000479051.1
ENST00000411424.2	ENST00000444931.6
ENST00000628247.2	ENST00000601138.5
ENST00000631835.1	ENST00000616518.1
ENST00000575355.1	ENST00000535136.1
ENST00000709505.1	ENST00000562404.1
ENST00000627503.1	ENST00000372030.3
ENST00000630935.2	ENST00000465233.6
ENST00000617079.4	ENST00000512561.5
ENST00000707240.1	ENST00000447356.1
ENST00000633150.1	ENST00000526786.5
ENST00000496380.1	ENST00000487448.1
ENST00000629488.1	ENST00000492798.1
ENST00000672171.1	ENST00000569617.1
ENST00000640644.1	ENST00000521305.5
ENST00000492701.1	ENST00000497950.1
ENST00000492701.1	ENST00000496560.1
ENST00000492701.1	ENST00000490663.1
ENST00000626111.2	ENST00000434358.3
ENST00000709855.1	ENST00000494519.1
ENST00000639377.1	ENST00000422290.5
ENST00000621851.4	ENST00000405370.5
ENST00000444218.5	ENST00000457819.5
ENST00000471096.5	ENST00000475648.5
ENST00000471096.5	ENST00000487443.5
ENST00000471096.5	ENST00000471801.5
ENST00000471096.5	ENST00000468346.5
ENST00000471096.5	ENST00000479982.5
ENST00000471096.5	ENST00000469963.5
ENST00000625733.2	ENST00000595773.5
ENST00000633520.1	ENST00000583150.5
ENST00000633507.1	ENST00000634000.1
ENST00000710107.1	ENST00000612119.1
ENST00000631630.1	ENST00000562845.1
ENST00000618899.4	ENST00000619670.4
ENST00000618899.4	ENST00000391754.5
ENST00000626498.2	ENST00000625441.2
ENST00000633483.1	ENST00000574037.1
ENST00000633483.1	ENST00000540107.2
ENST00000632726.1	ENST00000543615.1
ENST00000483916.2	ENST00000493884.5
ENST00000631960.1	ENST00000570928.5
ENST00000497074.1	ENST00000484234.1
ENST00000635266.1	ENST00000593062.5
ENST00000633315.1	ENST00000425379.1
ENST00000630411.1	ENST00000625721.1
ENST00000612266.4	ENST00000619516.3
ENST00000612266.4	ENST00000616133.1
ENST00000612266.4	ENST00000616563.4
ENST00000612266.4	ENST00000489504.5
ENST00000631768.1	ENST00000633550.1
ENST00000631768.1	ENST00000617416.4
ENST00000626309.1	ENST00000438037.1
ENST00000635367.1	ENST00000591387.5
ENST00000631908.1	ENST00000576269.1
ENST00000414684.5	ENST00000441920.5
ENST00000414684.5	ENST00000450933.5
ENST00000626964.2	ENST00000600611.5
ENST00000466531.5	ENST00000627713.2
ENST00000595833.1	ENST00000623260.1
ENST00000709766.1	ENST00000503471.1
ENST00000629540.1	ENST00000480983.1
ENST00000633777.1	ENST00000463362.5
ENST00000491531.1	ENST00000473147.1
ENST00000491531.1	ENST00000483331.1
ENST00000491531.1	ENST00000488377.1
ENST00000491531.1	ENST00000484554.1
ENST00000638896.1	ENST00000578563.1
ENST00000497367.1	ENST00000463773.1
ENST00000497367.1	ENST00000496130.1
ENST00000497367.1	ENST00000483880.1
ENST00000456281.5	ENST00000424967.5
ENST00000456281.5	ENST00000449057.5
ENST00000456281.5	ENST00000418423.5
ENST00000456281.5	ENST00000435435.5
ENST00000615394.4	ENST00000610415.4
ENST00000615394.4	ENST00000620530.4
ENST00000496417.5	ENST00000491477.5
ENST00000710112.1	ENST00000704104.1
ENST00000708935.1	ENST00000552341.5
ENST00000633085.1	ENST00000574425.5
ENST00000709817.1	ENST00000461187.5
ENST00000548987.3	ENST00000551778.3
ENST00000639586.1	ENST00000467916.1
ENST00000634572.1	ENST00000491960.5
ENST00000710055.1	ENST00000635628.1
ENST00000632073.1	ENST00000533582.1
ENST00000604950.1	ENST00000603935.1
ENST00000634127.1	ENST00000572559.1
ENST00000710075.1	ENST00000156084.8
ENST00000632182.1	ENST00000524212.1
ENST00000633760.1	ENST00000413906.2
ENST00000626080.1	ENST00000503252.1
ENST00000467879.1	ENST00000471920.1
ENST00000467879.1	ENST00000486031.1
ENST00000635327.2	ENST00000246896.8
ENST00000551378.4	ENST00000552891.5
ENST00000638459.1	ENST00000515779.1
ENST00000616532.4	ENST00000391755.1
ENST00000647537.1	ENST00000557889.1
ENST00000672584.1	ENST00000395105.9
ENST00000633126.1	ENST00000577144.5
ENST00000709521.1	ENST00000699937.1
ENST00000632844.1	ENST00000573303.1
ENST00000638564.1	ENST00000638533.1
ENST00000617026.4	ENST00000514676.5
ENST00000637452.2	ENST00000445505.6
ENST00000709283.1	ENST00000568896.1
ENST00000625412.1	ENST00000483806.1
ENST00000421229.6	ENST00000400489.7
ENST00000707477.1	ENST00000576214.3
ENST00000672641.1	ENST00000574499.1
ENST00000628076.1	ENST00000560037.3
ENST00000625556.1	ENST00000630256.1
ENST00000707775.1	ENST00000574933.1
ENST00000465599.5	ENST00000496229.5
ENST00000465599.5	ENST00000476485.5
ENST00000642289.1	ENST00000646699.1
ENST00000639837.1	ENST00000522663.5
ENST00000483109.5	ENST00000482773.5
ENST00000483109.5	ENST00000497082.5
ENST00000483109.5	ENST00000473020.5
ENST00000483109.5	ENST00000482488.5
ENST00000483109.5	ENST00000495921.5
ENST00000483109.5	ENST00000492316.5
ENST00000646327.2	ENST00000285518.11
ENST00000647071.1	ENST00000397016.6
ENST00000642313.1	ENST00000558624.1
ENST00000552119.2	ENST00000547289.2
ENST00000633833.1	ENST00000631943.1
ENST00000672420.1	ENST00000574439.5
ENST00000627272.3	ENST00000326047.9
ENST00000633650.1	ENST00000571986.5
ENST00000634263.1	ENST00000374612.5
ENST00000627499.1	ENST00000574266.1
ENST00000626661.1	ENST00000474918.1
ENST00000634770.1	ENST00000601778.5
ENST00000644599.1	ENST00000487626.1
ENST00000614271.3	ENST00000556603.6
ENST00000612744.1	ENST00000617565.1
ENST00000612744.1	ENST00000615417.1
ENST00000612744.1	ENST00000616935.1
ENST00000612744.1	ENST00000601137.1
ENST00000642264.1	ENST00000433042.1
ENST00000639670.2	ENST00000380599.9
ENST00000631648.1	ENST00000540041.2
ENST00000710117.1	ENST00000703875.1
ENST00000710467.1	ENST00000676358.1
ENST00000708805.1	ENST00000557150.5
ENST00000621593.4	ENST00000615945.4
ENST00000625552.1	ENST00000522522.5
ENST00000469544.5	ENST00000485321.5
ENST00000490282.1	ENST00000488916.1
ENST00000490282.1	ENST00000495780.1
ENST00000640057.1	ENST00000479011.1
ENST00000639686.1	ENST00000523267.1
ENST00000497077.5	ENST00000483171.5
ENST00000497077.5	ENST00000490288.5
ENST00000497077.5	ENST00000466001.5
ENST00000497077.5	ENST00000477182.5
ENST00000411722.1	ENST00000455122.1
ENST00000618338.1	ENST00000612327.1
ENST00000618338.1	ENST00000617282.1
ENST00000618338.1	ENST00000619966.1
ENST00000618338.1	ENST00000610406.1
ENST00000618338.1	ENST00000621307.1
ENST00000618338.1	ENST00000613276.1
ENST00000618338.1	ENST00000619253.1
ENST00000614575.4	ENST00000395119.7
ENST00000635384.1	ENST00000510291.5
ENST00000629480.2	ENST00000450241.6
ENST00000631704.1	ENST00000524825.5
ENST00000641231.1	ENST00000641107.1
ENST00000648004.1	ENST00000650380.1
ENST00000477785.1	ENST00000470327.1
ENST00000477785.1	ENST00000496405.1
ENST00000477785.1	ENST00000460990.1
ENST00000477785.1	ENST00000475020.1
ENST00000477785.1	ENST00000469618.1
ENST00000477785.1	ENST00000462416.1
ENST00000477785.1	ENST00000465047.1
ENST00000709999.1	ENST00000432467.1
ENST00000708201.1	ENST00000334141.7
ENST00000449738.5	ENST00000418584.5
ENST00000449738.5	ENST00000411885.5
ENST00000449738.5	ENST00000414609.5
ENST00000672692.1	ENST00000672783.1
ENST00000672692.1	ENST00000678198.1
ENST00000672692.1	ENST00000677510.1
ENST00000645225.1	ENST00000588077.5
ENST00000457132.6	ENST00000415687.6
ENST00000472997.1	ENST00000481258.1
ENST00000632360.1	ENST00000612672.1
ENST00000644450.1	ENST00000527328.5
ENST00000710790.1	ENST00000525551.1
ENST00000620380.4	ENST00000619510.4
ENST00000642401.1	ENST00000554903.1
ENST00000496209.1	ENST00000495238.1
ENST00000496209.1	ENST00000489840.1
ENST00000496209.1	ENST00000477261.1
ENST00000496209.1	ENST00000460988.1
ENST00000635694.1	ENST00000443898.5
ENST00000615064.4	ENST00000614570.4
ENST00000633741.1	ENST00000619818.4
ENST00000629561.1	ENST00000426024.1
ENST00000711158.1	ENST00000624481.4
ENST00000709578.1	ENST00000642130.1
ENST00000639289.1	ENST00000575427.1
ENST00000494341.2	ENST00000630767.1
ENST00000620007.4	ENST00000613442.4
ENST00000709066.1	ENST00000477903.1
ENST00000709008.1	ENST00000529703.1
ENST00000627452.1	ENST00000534656.2
ENST00000377194.7	ENST00000412687.6
ENST00000377194.7	ENST00000417660.6
ENST00000709597.1	ENST00000394001.3
ENST00000644404.1	ENST00000615264.4
ENST00000643406.1	ENST00000560155.5
ENST00000708860.1	ENST00000697614.1
ENST00000709804.1	ENST00000351288.10
ENST00000633254.1	ENST00000610837.1
ENST00000708817.1	ENST00000557041.1
ENST00000710141.1	ENST00000704029.1
ENST00000490433.1	ENST00000492921.1
ENST00000490433.1	ENST00000497193.1
ENST00000490433.1	ENST00000464425.1
ENST00000709244.1	ENST00000527109.5
ENST00000631754.1	ENST00000392301.3
ENST00000672248.1	ENST00000602298.2
ENST00000640387.1	ENST00000645752.1
ENST00000489745.1	ENST00000472771.1
ENST00000489745.1	ENST00000472740.1
ENST00000489745.1	ENST00000493073.1
ENST00000489745.1	ENST00000492458.1
ENST00000489745.1	ENST00000483433.1
ENST00000489745.1	ENST00000476704.1
ENST00000474554.1	ENST00000467461.1
ENST00000474554.1	ENST00000481855.1
ENST00000632271.1	ENST00000458433.1
ENST00000575971.5	ENST00000489986.1
ENST00000710215.1	ENST00000480041.1
ENST00000549997.5	ENST00000550363.4
ENST00000549997.5	ENST00000547984.3
ENST00000549997.5	ENST00000552638.3
ENST00000549997.5	ENST00000550045.5
ENST00000709807.1	ENST00000482171.5
